id	title	authors	categories	year	update_date	score	abs_url	pdf_url	abstract
2209.05839	On bounded depth proofs for Tseitin formulas on the grid; revisited	Johan H\r{a}stad and Kilian Risse	cs.CC	2025	2025-10-29	7	https://arxiv.org/abs/2209.05839	https://arxiv.org/pdf/2209.05839.pdf	We study Frege proofs using depth-$d$ Boolean formulas for the Tseitin contradiction on $n \times n$ grids. We prove that if each line in the proof is of size $M$ then the number of lines is exponential in $n/(\log M)^{O(d)}$. This strengthens a recent result of Pitassi et al. [PRT22]. The key technical step is a mu...
2405.02232	From Proof Complexity to Circuit Complexity via Interactive Protocols	Noel Arteche, Erfan Khaniki, J\'an Pich, Rahul Santhanam	cs.CC	2024	2024-05-06	7	https://arxiv.org/abs/2405.02232	https://arxiv.org/pdf/2405.02232.pdf	Folklore in complexity theory suspects that circuit lower bounds against $\mathbf{NC}^1$ or $\mathbf{P}/\operatorname{poly}$, currently out of reach, are a necessary step towards proving strong proof complexity lower bounds for systems like Frege or Extended Frege. Establishing such a connection formally, however, i...
1611.01328	Feasible Interpolation for QBF Resolution Calculi	Olaf Beyersdorff, Leroy Chew, Meena Mahajan, Anil Shukla	cs.CC cs.LO	2023	2023-06-22	7	https://arxiv.org/abs/1611.01328	https://arxiv.org/pdf/1611.01328.pdf	In sharp contrast to classical proof complexity we are currently short of lower bound techniques for QBF proof systems. In this paper we establish the feasible interpolation technique for all resolution-based QBF systems, whether modelling CDCL or expansion-based solving. This both provides the first general lower b...
2103.09609	Characterizing Tseitin-formulas with short regular resolution   refutations	Alexis de Colnet and Stefan Mengel	cs.CC	2021	2021-03-18	7	https://arxiv.org/abs/2103.09609	https://arxiv.org/pdf/2103.09609.pdf	Tseitin-formulas are systems of parity constraints whose structure is described by a graph. These formulas have been studied extensively in proof complexity as hard instances in many proof systems. In this paper, we prove that a class of unsatisfiable Tseitin-formulas of bounded degree has regular resolution refutat...
1402.4338	Proof Complexity and the Kneser-Lov\'asz Theorem	Gabriel Istrate and Adrian Cr\u{a}ciun	cs.CC cs.LO	2018	2018-05-16	7	https://arxiv.org/abs/1402.4338	https://arxiv.org/pdf/1402.4338.pdf	We investigate the proof complexity of a class of propositional formulas expressing a combinatorial principle known as the Kneser-Lov\'{a}sz Theorem. This is a family of propositional tautologies, indexed by an nonnegative integer parameter $k$ that generalizes the Pigeonhole Principle (obtained for $k=1$).   We sho...
1701.01717	Towards an algebraic natural proofs barrier via polynomial identity   testing	"Joshua A. Grochow and Mrinal Kumar and Michael Saks and Shubhangi
  Saraf"	cs.CC math.AG	2017	2017-01-09	7	https://arxiv.org/abs/1701.01717	https://arxiv.org/pdf/1701.01717.pdf	We observe that a certain kind of algebraic proof - which covers essentially all known algebraic circuit lower bounds to date - cannot be used to prove lower bounds against VP if and only if what we call succinct hitting sets exist for VP. This is analogous to the Razborov-Rudich natural proofs barrier in Boolean ci...
1212.1891	Natural Proofs Versus Derandomization	Ryan Williams	cs.CC	2015	2015-07-23	7	https://arxiv.org/abs/1212.1891	https://arxiv.org/pdf/1212.1891.pdf	"We study connections between Natural Proofs, derandomization, and the problem of proving ""weak"" circuit lower bounds such as ${\sf NEXP} \not\subset {\sf TC^0}$. Natural Proofs have three properties: they are constructive (an efficient algorithm $A$ is embedded in them), have largeness ($A$ accepts a large fraction..."
2508.00396	Proof complexity of Mal'tsev CSP	Azza Gaysin	math.LO cs.CC	2025	2025-08-04	6	https://arxiv.org/abs/2508.00396	https://arxiv.org/pdf/2508.00396.pdf	Constraint Satisfaction Problems (CSPs) form a broad class of combinatorial problems, which can be formulated as homomorphism problems between relational structures. The CSP dichotomy theorem classifies all such problems over finite domains into two categories: NP-complete and polynomial-time, see Zhuk (2017), Bulat...
2505.03002	Proof Complexity and Feasible Interpolation	Amirhossein Akbar Tabatabai	math.LO cs.CC	2025	2025-05-07	6	https://arxiv.org/abs/2505.03002	https://arxiv.org/pdf/2505.03002.pdf	"This is a survey on propositional proof complexity aimed at introducing the basics of the field with a particular focus on a method known as feasible interpolation. This method is used to construct ""hard theorems"" for several proof systems for both classical and non-classical logics. Here, a ""hard theorem"" refers to..."
2412.20114	Functional Lower Bounds in Algebraic Proofs: Symmetry, Lifting, and   Barriers	Tuomas Hakoniemi, Nutan Limaye, Iddo Tzameret	cs.CC	2024	2024-12-31	6	https://arxiv.org/abs/2412.20114	https://arxiv.org/pdf/2412.20114.pdf	Strong algebraic proof systems such as IPS (Ideal Proof System; Grochow-Pitassi [GP18]) offer a general model for deriving polynomials in an ideal and refuting unsatisfiable propositional formulas, subsuming most standard propositional proof systems. A major approach for lower bounding the size of IPS refutations is...
2305.19320	On the algebraic proof complexity of Tensor Isomorphism	Nicola Galesi and Joshua A. Grochow and Toniann Pitassi and Adrian She	cs.CC cs.DS cs.LO	2023	2023-06-01	6	https://arxiv.org/abs/2305.19320	https://arxiv.org/pdf/2305.19320.pdf	The Tensor Isomorphism problem (TI) has recently emerged as having connections to multiple areas of research within complexity and beyond, but the current best upper bound is essentially the brute force algorithm. Being an algebraic problem, TI (or rather, proving that two tensors are non-isomorphic) lends itself ve...
2201.05662	On Protocols for Monotone Feasible Interpolation	Luk\'a\v{s} Folwarczn\'y	cs.CC	2022	2022-01-19	6	https://arxiv.org/abs/2201.05662	https://arxiv.org/pdf/2201.05662.pdf	Feasible interpolation is a general technique for proving proof complexity lower bounds. The monotone version of the technique converts, in its basic variant, lower bounds for monotone Boolean circuits separating two NP-sets to proof complexity lower bounds. In a generalized version of the technique, dag-like commun...
2004.11282	On the proof complexity of logics of bounded branching	Emil Je\v{r}\'abek	cs.LO math.LO	2022	2022-08-18	6	https://arxiv.org/abs/2004.11282	https://arxiv.org/pdf/2004.11282.pdf	We investigate the proof complexity of extended Frege (EF) systems for basic transitive modal logics (K4, S4, GL, ...) augmented with the bounded branching axioms $\mathbf{BB}_k$. First, we study feasibility of the disjunction property and more general extension rules in EF systems for these logics: we show that the...
1802.10291	FFT Multichannel Interpolation and Application to Image Super-resolution	Dong Cheng and Kit Ian Kou	cs.IT math.IT math.NA	2019	2019-04-12	6	https://arxiv.org/abs/1802.10291	https://arxiv.org/pdf/1802.10291.pdf	This paper presents an innovative set of tools to support a methodology for the multichannel interpolation (MCI) of a discrete signal. It is shown that a bandlimited signal $f$ can be exactly reconstructed from finite samples of $g_k$ ($1\leq k\leq M$) which are the responses of $M$ linear systems with input $f$. Th...
1711.07320	Proof Complexity Meets Algebra	Albert Atserias and Joanna Ochremiak	cs.CC cs.LO	2018	2018-09-26	6	https://arxiv.org/abs/1711.07320	https://arxiv.org/pdf/1711.07320.pdf	We analyse how the standard reductions between constraint satisfaction problems affect their proof complexity. We show that, for the most studied propositional, algebraic, and semi-algebraic proof systems, the classical constructions of pp-interpretability, homomorphic equivalence and addition of constants to a core...
1701.04428	Some Results on Circuit Lower Bounds and Derandomization of   Arthur-Merlin Problems	D. M. Stull	cs.CC	2017	2017-01-18	6	https://arxiv.org/abs/1701.04428	https://arxiv.org/pdf/1701.04428.pdf	We prove a downward separation for $\mathsf{\Sigma}_2$-time classes. Specifically, we prove that if $\Sigma_2$E does not have polynomial size non-deterministic circuits, then $\Sigma_2$SubEXP does not have \textit{fixed} polynomial size non-deterministic circuits. To achieve this result, we use Santhanam's technique...
1701.03515	Multiple Illumination Phaseless Super-Resolution (MIPS) with   Applications To Phaseless DOA Estimation and Diffraction Imaging	Fariborz Salehi, Kishore Jaganathan, Babak Hassibi	cs.IT math.IT math.OC	2017	2017-01-16	6	https://arxiv.org/abs/1701.03515	https://arxiv.org/pdf/1701.03515.pdf	Phaseless super-resolution is the problem of recovering an unknown signal from measurements of the magnitudes of the low frequency Fourier transform of the signal. This problem arises in applications where measuring the phase, and making high-frequency measurements, are either too costly or altogether infeasible. Th...
1604.06560	A feasible interpolation for random resolution	Jan Krajicek	math.LO cs.CC	2017	2017-02-15	6	https://arxiv.org/abs/1604.06560	https://arxiv.org/pdf/1604.06560.pdf	Random resolution, defined by Buss, Kolodziejczyk and Thapen (JSL, 2014), is a sound propositional proof system that extends the resolution proof system by the possibility to augment any set of initial clauses by a set of randomly chosen clauses (modulo a technical condition). We show how to apply the general feasib...
1412.3246	Logical strength of complexity theory and a formalization of the PCP   theorem in bounded arithmetic	J\'an Pich (Charles University in Prague)	math.LO cs.CC	2017	2017-01-11	6	https://arxiv.org/abs/1412.3246	https://arxiv.org/pdf/1412.3246.pdf	We present several known formalizations of theorems from computational complexity in bounded arithmetic and formalize the PCP theorem in the theory PV1 (no formalization of this theorem was known). This includes a formalization of the existence and of some properties of the (n,d,{\lambda})-graphs in PV1.
math/9809205	Bounded arithmetic AID for Frege system	Toshiyasu Arai (Hiroshima University)	math.LO	2016	2016-09-07	6	https://arxiv.org/abs/math/9809205	https://arxiv.org/pdf/math/9809205.pdf	In this paper we introduce a system AID (Alogtime Inductive Definitions) of bounded arithmetic. The main feature of AID is to allow a form of inductive definitions, which was extracted from Buss' propositional consistency proof of Frege systems F. We show that AID proves the soundness of F, and conversely any \Sigma...
1311.2501	A reduction of proof complexity to computational complexity for   $AC^0[p]$ Frege systems	Jan Krajicek	math.LO cs.CC	2016	2016-04-26	6	https://arxiv.org/abs/1311.2501	https://arxiv.org/pdf/1311.2501.pdf	We give a general reduction of lengths-of-proofs lower bounds for constant depth Frege systems in DeMorgan language augmented by a connective counting modulo a prime $p$ (the so called $AC^0[p]$ Frege systems) to computational complexity lower bounds for search tasks involving search trees branching upon values of m...
1303.6075	Polylogarithmic Cuts in Models of V^0	"Sebastian M\""uller (Charles University, Prague)"	cs.LO	2015	2015-07-01	6	https://arxiv.org/abs/1303.6075	https://arxiv.org/pdf/1303.6075.pdf	We study initial cuts of models of weak two-sorted Bounded Arithmetics with respect to the strength of their theories and show that these theories are stronger than the original one. More explicitly we will see that polylogarithmic cuts of models of $\mathbf{V}^0$ are models of $\mathbf{VNC}^1$ by formalizing a proo...
1307.2028	Resolution Proof Transformation for Compression and Interpolation	S.F. Rollini and R. Bruttomesso and N. Sharygina and A. Tsitovich	cs.LO	2014	2014-04-16	6	https://arxiv.org/abs/1307.2028	https://arxiv.org/pdf/1307.2028.pdf	Verification methods based on SAT, SMT, and Theorem Proving often rely on proofs of unsatisfiability as a powerful tool to extract information in order to reduce the overall effort. For example a proof may be traversed to identify a minimal reason that led to unsatisfiability, for computing abstractions, or for deri...
1004.2159	Algebraic Proofs over Noncommutative Formulas	Iddo Tzameret	cs.CC	2010	2010-08-03	6	https://arxiv.org/abs/1004.2159	https://arxiv.org/pdf/1004.2159.pdf	We study possible formulations of algebraic propositional proof systems operating with noncommutative formulas. We observe that a simple formulation gives rise to systems at least as strong as Frege---yielding a semantic way to define a Cook-Reckhow (i.e., polynomially verifiable) algebraic analog of Frege proofs, d...
cs/0304041	$P \ne NP$, propositional proof complexity, and resolution lower bounds   for the weak pigeonhole principle	Ran Raz	cs.CC	2008	2008-12-15	6	https://arxiv.org/abs/cs/0304041	https://arxiv.org/pdf/cs/0304041.pdf	Recent results established exponential lower bounds for the length of any Resolution proof for the weak pigeonhole principle. More formally, it was proved that any Resolution proof for the weak pigeonhole principle, with $n$ holes and any number of pigeons, is of length $\Omega(2^{n^{\epsilon}})$, (for a constant $\...
2509.11349	Efficient Polynomial Identity Testing Over Nonassociative Algebras	Partha Mukhopadhyay, C Ramya, Pratik Shastri	cs.CC	2025	2025-09-16	5	https://arxiv.org/abs/2509.11349	https://arxiv.org/pdf/2509.11349.pdf	We design the first efficient polynomial identity testing algorithms over the nonassociative polynomial algebra. In particular, multiplication among the formal variables is commutative but it is not associative. This complements the strong lower bound results obtained over this algebra by Hrube\v{s}, Yehudayoff, and...
2506.17210	Lower Bounds against the Ideal Proof System in Finite Fields	Tal Elbaz, Nashlen Govindasamy, Jiaqi Lu, Iddo Tzameret	cs.CC	2025	2025-06-23	5	https://arxiv.org/abs/2506.17210	https://arxiv.org/pdf/2506.17210.pdf	Lower bounds against strong algebraic proof systems and specifically fragments of the Ideal Proof System (IPS), have been obtained in an ongoing line of work. All of these bounds, however, are proved only over large (or characteristic $0$) fields, yet finite fields are the more natural setting for propositional proo...
2506.16956	The Proof Analysis Problem	Noel Arteche, Albert Atserias, Susanna F. de Rezende, Erfan Khaniki	cs.CC cs.LO math.LO	2025	2025-06-23	5	https://arxiv.org/abs/2506.16956	https://arxiv.org/pdf/2506.16956.pdf	"Atserias and M\""uller (JACM, 2020) proved that for every unsatisfiable CNF formula $\varphi$, the formula $\operatorname{Ref}(\varphi)$, stating ""$\varphi$ has small Resolution refutations"", does not have subexponential-size Resolution refutations. Conversely, when $\varphi$ is satisfiable, Pudl\'ak (TCS, 2003) show..."
2504.06044	Polynomial-Time PIT from (Almost) Necessary Assumptions	Robert Andrews, Deepanshu Kush, Roei Tell	cs.CC	2025	2025-08-19	5	https://arxiv.org/abs/2504.06044	https://arxiv.org/pdf/2504.06044.pdf	The celebrated result of Kabanets and Impagliazzo (Computational Complexity, 2004) showed that PIT algorithms imply circuit lower bounds, and vice versa. Since then it has been a major challenge to understand the precise connections between PIT and lower bounds. In particular, a main goal has been to understand whic...
2406.14190	Extended Resolution Clause Learning via Dual Implication Points	Sam Buss, Jonathan Chung, Vijay Ganesh, Albert Oliveras	cs.LO	2025	2025-12-08	5	https://arxiv.org/abs/2406.14190	https://arxiv.org/pdf/2406.14190.pdf	We present a new extended resolution clause learning (ERCL) algorithm, implemented as part of a conflict-driven clause-learning (CDCL) SAT solver, wherein new variables are dynamically introduced as definitions for {\it Dual Implication Points} (DIPs) in the implication graph constructed by the solver at runtime. DI...
2402.10351	Quantum Automating $\mathbf{TC}^0$-Frege Is LWE-Hard	Noel Arteche, Gaia Carenini, Matthew Gray	cs.CC	2025	2025-11-03	5	https://arxiv.org/abs/2402.10351	https://arxiv.org/pdf/2402.10351.pdf	We prove the first hardness results against efficient proof search by quantum algorithms. We show that under Learning with Errors (LWE), the standard lattice-based cryptographic assumption, no quantum algorithm can weakly automate $\mathbf{TC}^0$-Frege. This extends the line of results of Kraj\'i\v{c}ek and Pudl\'ak...
2411.15515	Metamathematics of Resolution Lower Bounds: A TFNP Perspective	Jiawei Li, Yuhao Li, Hanlin Ren	cs.CC cs.LO	2024	2024-11-26	5	https://arxiv.org/abs/2411.15515	https://arxiv.org/pdf/2411.15515.pdf	This paper studies the *refuter* problems, a family of decision-tree $\mathsf{TFNP}$ problems capturing the metamathematical difficulty of proving proof complexity lower bounds. Suppose $\varphi$ is a hard tautology that does not admit any length-$s$ proof in some proof system $P$. In the corresponding refuter probl...
2403.02275	Bounded-Depth Frege Lower Bounds for Random 3-CNFs via Deterministic   Restrictions	Svyatoslav Gryaznov, Navid Talebanfard	cs.CC	2024	2024-09-04	5	https://arxiv.org/abs/2403.02275	https://arxiv.org/pdf/2403.02275.pdf	A major open problem in proof complexity is to demonstrate that random 3-CNFs with a linear number of clauses require super-polynomial size refutations in bounded-depth Frege systems. We take the first step towards addressing this question by establishing a super-linear lower bound: for every $k$, there exists $\eps...
2205.02168	Separations in Proof Complexity and TFNP	"Mika G\""o\""os, Alexandros Hollender, Siddhartha Jain, Gilbert Maystre,
  William Pires, Robert Robere, Ran Tao"	cs.CC	2024	2024-08-13	5	https://arxiv.org/abs/2205.02168	https://arxiv.org/pdf/2205.02168.pdf	It is well-known that Resolution proofs can be efficiently simulated by Sherali-Adams (SA) proofs. We show, however, that any such simulation needs to exploit huge coefficients: Resolution cannot be efficiently simulated by SA when the coefficients are written in unary. We also show that Reversible Resolution (a var...
2310.03641	Distributional PAC-Learning from Nisan's Natural Proofs	Ari Karchmer	cs.CC cs.LG	2023	2023-12-04	5	https://arxiv.org/abs/2310.03641	https://arxiv.org/pdf/2310.03641.pdf	Carmosino et al. (2016) demonstrated that natural proofs of circuit lower bounds for $\Lambda$ imply efficient algorithms for learning $\Lambda$-circuits, but only over \textit{the uniform distribution}, with \textit{membership queries}, and provided $\AC^0[p] \subseteq \Lambda$. We consider whether this implication...
2201.00913	Proof complexity of CSP	Azza Gaysin	math.LO	2023	2023-01-13	5	https://arxiv.org/abs/2201.00913	https://arxiv.org/pdf/2201.00913.pdf	The CSP (constraint satisfaction problems) is a class of problems deciding whether there exists a homomorphism from an instance relational structure to a target one. The CSP dichotomy is a profound result recently proved by Zhuk (2020, J. ACM, 67) and Bulatov (2017, FOCS, 58). It establishes that for any fixed targe...
2005.11589	MaxSAT Resolution and Subcube Sums	Yuval Filmus, Meena Mahajan, Gaurav Sood, Marc Vinyals	cs.CC	2023	2023-04-13	5	https://arxiv.org/abs/2005.11589	https://arxiv.org/pdf/2005.11589.pdf	We study the MaxRes rule in the context of certifying unsatisfiability. We show that it can be exponentially more powerful than tree-like resolution, and when augmented with weakening (the system MaxResW), p-simulates tree-like resolution. In devising a lower bound technique specific to MaxRes (and not merely inheri...
2111.07483	Tradeoffs for small-depth Frege proofs	Toniann Pitassi, Prasanna Ramakrishnan, Li-Yang Tan	cs.CC	2022	2022-04-08	5	https://arxiv.org/abs/2111.07483	https://arxiv.org/pdf/2111.07483.pdf	We study the complexity of small-depth Frege proofs and give the first tradeoffs between the size of each line and the number of lines. Existing lower bounds apply to the overall proof size -- the sum of sizes of all lines -- and do not distinguish between these notions of complexity.   For depth-$d$ Frege proofs of...
2011.02044	Circuit lower bounds for low-energy states of quantum code Hamiltonians	Anurag Anshu and Chinmay Nirkhe	quant-ph cs.CC	2022	2022-01-26	5	https://arxiv.org/abs/2011.02044	https://arxiv.org/pdf/2011.02044.pdf	The No Low-energy Trivial States (NLTS) conjecture of Freedman and Hastings, 2014 -- which posits the existence of a local Hamiltonian with a super-constant quantum circuit lower bound on the complexity of all low-energy states -- identifies a fundamental obstacle to the resolution of the quantum PCP conjecture. In...
2111.10626	Learning algorithms versus automatability of Frege systems	J\'an Pich, Rahul Santhanam	cs.CC cs.LG cs.LO	2021	2021-11-23	5	https://arxiv.org/abs/2111.10626	https://arxiv.org/pdf/2111.10626.pdf	We connect learning algorithms and algorithms automating proof search in propositional proof systems: for every sufficiently strong, well-behaved propositional proof system $P$, we prove that the following statements are equivalent,   1. Provable learning: $P$ proves efficiently that p-size circuits are learnable by...
2104.13681	Kernelization, Proof Complexity and Social Choice	Gabriel Istrate, Cosmin Bonchis and Adrian Craciun	cs.CC cs.DS cs.GT cs.LO math.LO	2021	2021-04-29	5	https://arxiv.org/abs/2104.13681	https://arxiv.org/pdf/2104.13681.pdf	We display an application of the notions of kernelization and data reduction from parameterized complexity to proof complexity: Specifically, we show that the existence of data reduction rules for a parameterized problem having (a). a small-length reduction chain, and (b). small-size (extended) Frege proofs certifyi...
2104.02563	Proof Complexity of Symbolic QBF Reasoning	Stefan Mengel, Friedrich Slivovsky	cs.CC cs.AI cs.LO	2021	2021-04-07	5	https://arxiv.org/abs/2104.02563	https://arxiv.org/pdf/2104.02563.pdf	We introduce and investigate symbolic proof systems for Quantified Boolean Formulas (QBF) operating on Ordered Binary Decision Diagrams (OBDDs). These systems capture QBF solvers that perform symbolic quantifier elimination, and as such admit short proofs of formulas of bounded path-width and quantifier complexity....
2012.14095	Learning algorithms from circuit lower bounds	J\'an Pich	cs.CC cs.CR cs.LG cs.LO	2020	2020-12-29	5	https://arxiv.org/abs/2012.14095	https://arxiv.org/pdf/2012.14095.pdf	We revisit known constructions of efficient learning algorithms from various notions of constructive circuit lower bounds such as distinguishers breaking pseudorandom generators or efficient witnessing algorithms which find errors of small circuits attempting to compute hard functions. As our main result we prove th...
2006.09705	Proof Complexity of Substructural Logics	Raheleh Jalali	math.LO cs.LO	2020	2020-08-21	5	https://arxiv.org/abs/2006.09705	https://arxiv.org/pdf/2006.09705.pdf	In this paper, we investigate the proof complexity of a wide range of substructural systems. For any proof system $\mathbf{P}$ at least as strong as Full Lambek calculus, $\mathbf{FL}$, and polynomially simulated by the extended Frege system for some infinite branching super-intuitionistic logic, we present an expon...
2004.13149	H-coloring Dichotomy in Proof Complexity	Azza Gaysin	math.LO	2020	2020-10-07	5	https://arxiv.org/abs/2004.13149	https://arxiv.org/pdf/2004.13149.pdf	The $\mathcal{H}$-coloring problem for undirected simple graphs is a computational problem from a huge class of the constraint satisfaction problems (CSP): an $\mathcal{H}$-coloring of a graph $\mathcal{G}$ is just a homomorphism from $\mathcal{G}$ to $\mathcal{H}$ and the problem is to decide for fixed $\mathcal{H}...
1905.00091	Derandomization from Algebraic Hardness	Zeyu Guo, Mrinal Kumar, Ramprasad Saptharishi, Noam Solomon	cs.CC cs.SC	2020	2020-06-29	5	https://arxiv.org/abs/1905.00091	https://arxiv.org/pdf/1905.00091.pdf	A hitting-set generator (HSG) is a polynomial map $G:\mathbb{F}^k \to \mathbb{F}^n$ such that for all $n$-variate polynomials $C$ of small enough circuit size and degree, if $C$ is nonzero, then $C\circ G$ is nonzero. In this paper, we give a new construction of such an HSG assuming that we have an explicit polynomi...
1910.08503	Proof complexity of systems of (non-deterministic) decision trees and   branching programs	Sam Buss, Anupam Das and Alexander Knop	cs.CC cs.LO math.LO	2019	2019-10-21	5	https://arxiv.org/abs/1910.08503	https://arxiv.org/pdf/1910.08503.pdf	This paper studies propositional proof systems in which lines are sequents of decision trees or branching programs - deterministic and nondeterministic. The systems LDT and LNDT are propositional proof systems in which lines represent deterministic or non-deterministic decision trees. Branching programs are modeled...
1901.09423	Subspace arrangements, graph rigidity and derandomization through   submodular optimization	Orit E. Raz and Avi Wigderson	cs.CC math.CO	2019	2019-01-29	5	https://arxiv.org/abs/1901.09423	https://arxiv.org/pdf/1901.09423.pdf	This paper presents a deterministic, strongly polynomial time algorithm for computing the matrix rank for a class of symbolic matrices (whose entries are polynomials over a field). This class was introduced, in a different language, by Lov\'asz [Lov] in his study of flats in matroids, and proved a duality theorem pu...
1502.05860	On the relative proof complexity of deep inference via atomic flows	Anupam Das (\'Ecole Normale Sup\'erieure de Lyon (ENS Lyon), France)	cs.LO math.LO	2019	2019-03-14	5	https://arxiv.org/abs/1502.05860	https://arxiv.org/pdf/1502.05860.pdf	We consider the proof complexity of the minimal complete fragment, KS, of standard deep inference systems for propositional logic. To examine the size of proofs we employ atomic flows, diagrams that trace structural changes through a proof but ignore logical information. As results we obtain a polynomial simulation...
1806.09189	On Nondeterministic Derandomization of Freivalds' Algorithm:   Consequences, Avenues and Algorithmic Progress	"Marvin K\""unnemann"	cs.DS cs.CC	2018	2018-06-26	5	https://arxiv.org/abs/1806.09189	https://arxiv.org/pdf/1806.09189.pdf	Motivated by studying the power of randomness, certifying algorithms and barriers for fine-grained reductions, we investigate the question whether the multiplication of two $n\times n$ matrices can be performed in near-optimal nondeterministic time $\tilde{O}(n^2)$. Since a classic algorithm due to Freivalds verifie...
